event_id,event_type,user_id,ad_id,campaign_id,cost_per_click
bda4ca0c-1f26-4bae-b38c-55f93f10c873,impression,user_545,ad_camp_3_2,camp_3,
2f783795-7ef8-4748-9279-49ded597708b,impression,user_558,ad_camp_19_3,camp_19,
0908d418-4375-4f52-a1a6-17337f023ca6,click,user_271,ad_camp_15_3,camp_15,1.41
9de6faae-44d5-48b8-8e68-5c74a945c7f6,impression,user_976,ad_camp_5_5,camp_5,
7e33d126-019e-448b-b52d-e3c93a2363cd,impression,user_326,ad_camp_19_2,camp_19,
d395eae9-f668-4128-b28c-0f7a72f0a74a,click,user_884,ad_camp_11_5,camp_11,0.62
1b4a1576-7c5f-4a87-8495-0724aaf95d2a,click,user_395,ad_camp_4_4,camp_4,1.04
410dbff8-243c-4fa0-ba60-1f793b033430,impression,user_836,ad_camp_9_1,camp_9,
0068d518-fd98-48ad-93c0-72885244aff9,impression,user_540,ad_camp_2_2,camp_2,
b6c7f827-9d71-404c-bd80-8eed0e34d18d,click,user_676,ad_camp_16_5,camp_16,0.92
b7faae19-aee3-4041-89b2-7ea6c4a99ea6,impression,user_794,ad_camp_11_1,camp_11,
467acd41-826a-44ba-a3a7-48b9a3d0a20f,impression,user_869,ad_camp_7_5,camp_7,
fcfd3129-00ce-4179-9d12-46335487aee8,impression,user_840,ad_camp_13_1,camp_13,
e5d0e3ad-db0d-4367-bf1d-1bc40d8187e9,click,user_862,ad_camp_11_5,camp_11,0.62
4a224082-e5a1-4162-917c-d3b4b840edea,impression,user_469,ad_camp_16_5,camp_16,
0504677c-bfae-494b-8c06-b9cf48e4fe15,click,user_351,ad_camp_1_5,camp_1,1.05
14975e92-eb21-4887-8eb6-ed313ba8d538,impression,user_396,ad_camp_5_3,camp_5,
fb5c0cc4-80ed-4153-8c7c-973ab61f3c86,impression,user_959,ad_camp_12_4,camp_12,
a9e4e201-fccd-4962-99cf-c63d3e7ca684,click,user_593,ad_camp_15_5,camp_15,0.28
cce7be5d-ef63-4889-8894-0b5cf293767a,impression,user_343,ad_camp_7_2,camp_7,
9917c793-cd8c-4977-9717-39050eddda86,impression,user_438,ad_camp_2_4,camp_2,
b8bfc6ed-e614-40e6-8327-4ae01676066b,click,user_573,ad_camp_3_3,camp_3,1.1
52ee9e6b-e51f-4554-b724-b11cf5e7a009,impression,user_719,ad_camp_2_1,camp_2,
7bf3e2b1-b591-4207-9ee5-a51c40bde05e,impression,user_298,ad_camp_5_5,camp_5,
a944dfac-4df5-431b-8b23-52ee80fbec24,click,user_791,ad_camp_6_4,camp_6,1.41
7ac1a0f0-7962-46c9-ba48-13e44d10d843,click,user_140,ad_camp_6_2,camp_6,0.92
83cc4a75-0327-449b-9ffe-c030ae0278f9,click,user_604,ad_camp_18_1,camp_18,1.04
d183a596-a567-4547-a2d8-83e536e74831,impression,user_414,ad_camp_8_2,camp_8,
40524fd4-3934-4f57-a7ef-4e76f19d8b50,click,user_378,ad_camp_18_1,camp_18,1.04
6dd33a97-1d55-4bce-a845-190d5216ae62,impression,user_765,ad_camp_15_4,camp_15,
2537fb2f-05a1-40ee-acfb-e9fae0f59780,click,user_110,ad_camp_3_4,camp_3,0.96
d78a22e5-c770-43e0-b4fa-1d3ce406f30e,click,user_258,ad_camp_20_4,camp_20,1.22
61c99a38-44c4-4e43-a168-1c3db3e27488,impression,user_693,ad_camp_7_5,camp_7,
c90b27d3-0e1b-40d0-85d5-f57be2cc77bf,impression,user_774,ad_camp_5_3,camp_5,
e6afc299-b67f-40b1-83cf-1f9b9a5ceac7,impression,user_583,ad_camp_10_3,camp_10,
d425c314-e23f-49ce-9785-c837f663fd57,click,user_397,ad_camp_15_2,camp_15,0.25
2ac6ee89-619d-4a24-a172-3740dc4ca194,click,user_780,ad_camp_9_4,camp_9,0.52
f6c01e28-99ab-4f40-a232-0df86f1a5489,click,user_10,ad_camp_2_5,camp_2,1.04
2bd1cc3c-51f8-436f-991b-4cf81fea0e75,impression,user_124,ad_camp_7_5,camp_7,
056cb9ce-0bc9-4cda-bc4a-adc8c9c6d0d5,impression,user_673,ad_camp_18_3,camp_18,
b4dfa260-cf21-40f3-b2c1-a66f6d94729f,click,user_302,ad_camp_6_4,camp_6,1.41
58ff43bf-f38f-49a9-9fd0-f9db3fc2c7c2,click,user_264,ad_camp_4_4,camp_4,1.04
9860b392-075e-44fd-8934-ba3aad6e2bf0,click,user_484,ad_camp_20_1,camp_20,1.18
e1e790c3-4229-4609-86dc-7a0d78932a17,impression,user_261,ad_camp_16_1,camp_16,
b1f3c1b7-50b0-414f-80e1-81ccc34e4818,impression,user_79,ad_camp_19_1,camp_19,
bc1aacb7-182d-4980-9627-2102b906bf61,impression,user_685,ad_camp_8_4,camp_8,
4c9d9b4e-2267-4f18-bec7-75b2400c1aa4,click,user_312,ad_camp_18_3,camp_18,0.3
95db8312-1f91-40bd-bbfb-91da36cd5b35,impression,user_229,ad_camp_10_4,camp_10,
7da82557-77c7-4f30-a69d-0bf723f43cb1,click,user_923,ad_camp_11_5,camp_11,0.62
68e29a98-c742-45a6-8aed-78f15897c470,impression,user_719,ad_camp_7_3,camp_7,
4a885714-e6f2-4c60-9ff1-005cb572aac7,click,user_552,ad_camp_12_4,camp_12,1.27
5230fa02-85fd-483a-ad4b-af91d99559aa,click,user_944,ad_camp_10_1,camp_10,1.08
03a7e635-dd95-463a-aea5-d824c481768c,impression,user_882,ad_camp_6_3,camp_6,
6177f0ed-0490-4a6a-8fdb-5688362179bb,click,user_977,ad_camp_12_5,camp_12,0.6
8f886d89-1fb5-471f-843b-80c00439e72c,impression,user_223,ad_camp_13_4,camp_13,
a9bb4ab6-395f-486b-8576-51412c4e183f,impression,user_330,ad_camp_6_3,camp_6,
cd57ab33-acf6-4edf-b1be-9b0b07152e0f,impression,user_944,ad_camp_14_5,camp_14,
d23bfaa9-b868-43d0-bbf0-64441dcad4f5,impression,user_880,ad_camp_5_1,camp_5,
8e71b4ee-f22a-4edc-8cae-b9d5febf5f7a,click,user_646,ad_camp_8_2,camp_8,1.14
a0c956d0-93c8-4c87-8921-0016e3015016,impression,user_104,ad_camp_18_3,camp_18,
7fb7a37e-8d7a-441f-846a-12c5b81ae7ed,impression,user_314,ad_camp_2_1,camp_2,
50aff6dc-22cc-49c9-88fc-fe7ce221cd76,impression,user_580,ad_camp_2_3,camp_2,
912b4477-9015-466f-aca8-4e67c84f6dc7,click,user_792,ad_camp_18_4,camp_18,1.48
4c8fd6ef-9dbd-4f2d-8269-f3cd8044c53b,impression,user_24,ad_camp_8_1,camp_8,
fb1b3a14-7d5c-4a02-8217-dcdcf564c51b,impression,user_570,ad_camp_9_3,camp_9,
3e1308ae-0952-4c33-9255-ee0a1fccaea9,click,user_811,ad_camp_6_1,camp_6,0.29
0ebf904d-2da3-4534-8316-3dd84a67f8a3,impression,user_403,ad_camp_5_3,camp_5,
66d8afdb-a8fd-45b1-bfd6-faa64462faff,impression,user_315,ad_camp_16_2,camp_16,
7069c004-9f72-4b14-888c-56189a6deeed,click,user_346,ad_camp_9_1,camp_9,1.19
64a57b9f-18f9-4604-975e-8d7a07feda58,impression,user_408,ad_camp_19_1,camp_19,
f8fd8c00-ee3a-42a3-9be8-005842c674ae,impression,user_806,ad_camp_19_1,camp_19,
622f7e1e-bd43-4b11-b5ef-f4fc1250b718,impression,user_477,ad_camp_14_2,camp_14,
d77a371a-8317-4b3b-9e20-a71c95c7d91b,impression,user_95,ad_camp_11_5,camp_11,
06968a84-b452-43a0-aa6d-0531be30a1ac,impression,user_971,ad_camp_11_3,camp_11,
a1e546c7-f6c3-41b1-a05d-0f9b4767d3c5,impression,user_279,ad_camp_2_4,camp_2,
56bf727c-31d0-4e96-ba59-d3dffe85a4f4,impression,user_611,ad_camp_3_2,camp_3,
a8c9f53d-9d44-4110-9b60-7133a6c9552f,click,user_709,ad_camp_7_4,camp_7,0.74
81c76152-99c1-4991-b8a1-679a4477fe6b,impression,user_681,ad_camp_13_4,camp_13,
d542d6d7-d9af-45db-9487-753743c0005c,click,user_133,ad_camp_14_3,camp_14,0.77
6c525292-d313-42d0-aa10-dc6e4761f890,impression,user_57,ad_camp_9_2,camp_9,
d6bc98e6-06df-45bf-9c62-4df88786b060,impression,user_490,ad_camp_17_3,camp_17,
73180112-d4ef-4fd3-95de-53f3d1c74b4c,impression,user_160,ad_camp_16_5,camp_16,
20f27c71-a21b-4f3e-ae09-8d4ce267d812,impression,user_320,ad_camp_4_1,camp_4,
84fa44a2-e5b5-481b-8a66-f4a67e22532c,impression,user_327,ad_camp_9_1,camp_9,
5a000906-9438-4425-9953-a787da552d53,impression,user_815,ad_camp_17_5,camp_17,
8b9e726c-4ae6-4c82-a1b2-7e2c1266270a,impression,user_181,ad_camp_17_3,camp_17,
1887dd59-1826-4a4d-8bd0-12f4aa1c9dfc,click,user_828,ad_camp_19_5,camp_19,0.56
5ba5da21-3569-436f-8fca-f20301ee099e,click,user_860,ad_camp_15_4,camp_15,1.33
8fb647ef-3118-4d53-8519-a79a61ac7424,impression,user_108,ad_camp_2_4,camp_2,
b6f36e40-4fc8-42db-a77e-d94b4081ac96,impression,user_452,ad_camp_13_2,camp_13,
8a5b2c20-afc3-42b8-af44-96c560c18869,impression,user_241,ad_camp_19_3,camp_19,
61ea1c8d-de5a-417b-834a-f0940141a4de,impression,user_99,ad_camp_3_4,camp_3,
0b2b2ef7-77ac-45ba-ae9c-acc5d14b430e,impression,user_117,ad_camp_20_5,camp_20,
496ff5da-08a0-4687-a644-39143c59be1d,click,user_856,ad_camp_15_5,camp_15,0.28
fda5f1bf-927d-48e4-8ea2-c48e66797e52,impression,user_76,ad_camp_9_5,camp_9,
7d1b1459-f491-4bb4-af6b-d1969e1ff8d1,impression,user_790,ad_camp_20_5,camp_20,
4604de0e-9a61-4c04-84f1-0d1c348feef9,impression,user_958,ad_camp_18_2,camp_18,
8e69d374-407e-4246-901d-df75c8ecc074,click,user_929,ad_camp_8_5,camp_8,0.26
d9dbff50-84dc-46a6-a237-413db0f31afd,click,user_282,ad_camp_19_2,camp_19,1.05
139e14d5-601f-4d0b-9749-07da7c4932cd,impression,user_993,ad_camp_2_4,camp_2,
a8617019-6048-4bec-b09a-d2926216520d,impression,user_45,ad_camp_15_2,camp_15,
8762074b-1390-468e-a8ee-d18b1760a82f,impression,user_624,ad_camp_13_1,camp_13,
ef612b63-1d17-40d2-862d-2fc92aea1369,impression,user_671,ad_camp_11_2,camp_11,
af431535-26ed-4d49-8a3f-145176eefe0f,click,user_713,ad_camp_3_3,camp_3,1.1
c47e0776-d53f-408d-957f-cab46f5e59e6,impression,user_532,ad_camp_5_1,camp_5,
e1e47710-518a-4fb4-bf28-61a4661cb089,click,user_435,ad_camp_2_2,camp_2,0.91
33a9561e-e11e-4684-9048-7cd19facb0d8,click,user_594,ad_camp_2_1,camp_2,0.61
c68df917-13e7-414a-9699-126b1d26fd88,impression,user_786,ad_camp_5_4,camp_5,
4733bfbc-95d5-468d-bf7b-19d6cc03e9bb,click,user_996,ad_camp_1_1,camp_1,0.59
18c3794b-6dfc-4bb3-871e-fe0f925b3401,impression,user_122,ad_camp_17_3,camp_17,
77869510-4e8d-4cac-8d86-925b9da72c97,impression,user_935,ad_camp_17_5,camp_17,
70b20cba-c4a2-457b-b3a2-bbc4c641f77f,click,user_591,ad_camp_3_4,camp_3,0.96
74ebdf8e-5459-48d7-a283-af2c29bbdafc,click,user_278,ad_camp_2_1,camp_2,0.61
0537821a-1659-48fc-89da-ad70e7cb80bc,impression,user_457,ad_camp_15_4,camp_15,
82d92566-58d4-4aeb-9f35-e0b0324682db,click,user_208,ad_camp_18_3,camp_18,0.3
5548fffa-6d06-4a27-a66d-dafde6222de7,click,user_669,ad_camp_6_2,camp_6,0.92
1e97dba4-9bb7-41f9-b35b-ee5bde25af68,impression,user_434,ad_camp_16_1,camp_16,
ff57bb9c-94d1-40e1-9ec0-917d6ee53949,impression,user_406,ad_camp_3_1,camp_3,
2660e169-aded-4d2b-9ff3-ebb66cfaed0a,impression,user_847,ad_camp_19_2,camp_19,
16bc6943-d129-449f-887f-c4d31bae4e30,impression,user_96,ad_camp_18_2,camp_18,
51073765-346d-420a-9938-16abadcf7d18,impression,user_767,ad_camp_4_2,camp_4,
a59647de-d119-4c3d-9215-a16a8a142eeb,impression,user_150,ad_camp_13_5,camp_13,
48051b84-a50b-41df-bc5e-94d047c348de,impression,user_543,ad_camp_20_4,camp_20,
bd5f1147-5050-4e71-bedb-4d8483b92832,impression,user_52,ad_camp_16_3,camp_16,
089b356d-c87f-4cb4-9373-eeb5a173db59,click,user_760,ad_camp_17_2,camp_17,1.43
d096f6ae-1bf4-4506-9893-9106fcd59268,click,user_390,ad_camp_10_1,camp_10,1.08
0f008451-55df-419f-a919-8749da2cff90,impression,user_883,ad_camp_12_2,camp_12,
1da92f25-cd4c-4feb-9553-59a493624bf5,click,user_23,ad_camp_4_5,camp_4,0.45
0f50a139-d94f-4f0b-b2c6-c3067394587a,impression,user_240,ad_camp_4_2,camp_4,
ebdb96d1-c775-4792-af06-c917ed41e663,click,user_207,ad_camp_9_1,camp_9,1.19
afe22eab-ca5e-4e6a-96dc-41870190f4b2,click,user_754,ad_camp_16_3,camp_16,1.48
31be5a45-1be9-4a77-82a0-3d4f61c8432e,impression,user_1,ad_camp_18_5,camp_18,
5ebc4443-3886-4630-ae9d-0d1c9e103339,click,user_664,ad_camp_6_2,camp_6,0.92
ba6cd52d-d17a-4760-8b73-3d92d4622f48,click,user_622,ad_camp_12_1,camp_12,0.84
114471bc-1dff-4b5e-9800-729ed394c4a1,click,user_227,ad_camp_20_1,camp_20,1.18
6f4f93fa-2b76-47a7-8a27-1763b88f9946,impression,user_318,ad_camp_3_3,camp_3,
bab07c90-be92-481e-857e-17da53f310de,click,user_77,ad_camp_9_5,camp_9,1.3
6f389e35-b935-4fcd-9f79-d8dabed013e8,impression,user_958,ad_camp_10_2,camp_10,
ac219703-ece1-4a46-9891-d7f83898c144,impression,user_406,ad_camp_3_3,camp_3,
48d55a80-b8db-49f0-8b22-89b16ede69f2,impression,user_242,ad_camp_17_3,camp_17,
e93add41-2699-4cbb-a013-4a7b5c12a215,impression,user_670,ad_camp_10_5,camp_10,
ab347745-e703-460a-8ae2-ce378eede165,impression,user_634,ad_camp_7_2,camp_7,
c237ae6f-1a2f-419f-a7bf-f94c20bbac6d,click,user_602,ad_camp_17_5,camp_17,1.14
3de33720-b962-48b4-b537-c9fe8cf123f8,impression,user_247,ad_camp_7_4,camp_7,
acd2937c-1dff-4033-9fc6-da05f4c582d7,impression,user_743,ad_camp_15_4,camp_15,
4ad080c8-7241-43f8-89c0-4ec547d1c914,impression,user_463,ad_camp_4_1,camp_4,
3c6a0911-e782-41e6-aa66-3aa6cab15e53,click,user_989,ad_camp_5_2,camp_5,0.85
25d44390-77ed-4523-8a34-6adb060d8392,impression,user_334,ad_camp_5_4,camp_5,
d4faef10-a775-438e-a8c7-e82dfc47a83a,click,user_319,ad_camp_7_2,camp_7,1.11
11fb48d7-784d-47fe-8b00-52aa5740550c,click,user_555,ad_camp_12_5,camp_12,0.6
598579ab-71a4-49f4-81ac-b0ff56e2620b,impression,user_513,ad_camp_10_1,camp_10,
68cf4f86-4182-49a7-b911-30e010d683bc,impression,user_541,ad_camp_5_2,camp_5,
e9e5a2a1-821d-42b0-b286-fd8bce5bf643,impression,user_440,ad_camp_10_3,camp_10,
ab828568-bcd9-4c8d-85ec-79c19188747a,impression,user_894,ad_camp_17_4,camp_17,
9400bcdb-7d25-443f-a31c-7ef8b82ab78d,click,user_343,ad_camp_19_2,camp_19,1.05
c209ed46-b375-4618-ae20-1b910ae10171,impression,user_306,ad_camp_14_3,camp_14,
d14ea715-150b-465e-a3fe-01b2b6caeb42,impression,user_895,ad_camp_15_1,camp_15,
75491e01-f8a8-4944-b8fe-3ccf3914c4ab,impression,user_221,ad_camp_20_3,camp_20,
806f72b7-06e1-4163-811e-03cdadc22cb4,impression,user_646,ad_camp_10_1,camp_10,
02506c56-fe94-44c9-b56b-85f2c5c3f7b4,click,user_711,ad_camp_9_2,camp_9,0.86
a29ba773-faea-437e-b91e-4ddc9a17feb6,impression,user_989,ad_camp_20_2,camp_20,
8b149632-f259-4549-9562-b4ac524727d4,impression,user_879,ad_camp_10_5,camp_10,
e0797792-1b6a-4d9b-a9e6-75b800f4e53f,impression,user_496,ad_camp_17_3,camp_17,
163915c3-a8be-4f8f-907e-24d0e04d9c93,click,user_823,ad_camp_11_1,camp_11,1.13
1b757ec1-26c6-47a5-80d7-f5d80e5b8fba,impression,user_227,ad_camp_7_3,camp_7,
1ae450e1-bc25-4ca7-b8d3-b8939a3fb284,impression,user_426,ad_camp_14_1,camp_14,
4cd47849-cd1a-4eb9-92f2-d92c71bb0e2f,click,user_419,ad_camp_14_4,camp_14,1.32
12e41124-311e-4d64-bd0b-8207c1a2bfde,click,user_956,ad_camp_4_5,camp_4,0.45
a8068103-233e-4cfb-b044-86155af39e90,click,user_485,ad_camp_3_3,camp_3,1.1
fd81a558-9040-491b-88bf-c27a29683e53,impression,user_763,ad_camp_7_1,camp_7,
24fc57f1-3eeb-4ce8-9a3e-885dee710577,impression,user_48,ad_camp_11_4,camp_11,
2fda2f31-1e8b-4f28-a3ce-b8a3f2a19e66,impression,user_594,ad_camp_3_1,camp_3,
c50571ba-a0b4-4e0b-b611-41822e41a0ce,impression,user_388,ad_camp_6_3,camp_6,
83d3ae2b-33bb-4159-8b10-1aaf7409d84d,impression,user_909,ad_camp_12_2,camp_12,
8e340b03-1f5c-4163-ac72-dd9d5b43df32,click,user_469,ad_camp_8_3,camp_8,0.92
cb860d44-558b-4a17-9fdf-03470fa0a056,impression,user_312,ad_camp_18_2,camp_18,
8ededdaf-41a5-49d1-b95b-b61df305030b,impression,user_798,ad_camp_18_3,camp_18,
a3d5187d-2a22-4560-9f20-cc7f91d3e421,impression,user_828,ad_camp_20_3,camp_20,
3ad93803-5b57-4fba-82bc-cb078dd72ec0,impression,user_345,ad_camp_8_2,camp_8,
0861be77-3255-4da8-8a05-d174c3eec997,impression,user_85,ad_camp_2_5,camp_2,
973c3124-67c0-4549-8854-05dda8da1cd0,impression,user_103,ad_camp_18_5,camp_18,
63ce84a8-b98d-4cf9-bdea-d83d44cd42f3,impression,user_763,ad_camp_11_2,camp_11,
13348801-9655-45c7-bbb4-dd0b327a68d6,impression,user_337,ad_camp_20_2,camp_20,
83b27e80-6a9c-42d8-b2c5-b1bbb33ae9cc,impression,user_318,ad_camp_2_3,camp_2,
ab6e69e6-124c-4d89-893f-9981ba8d0df6,click,user_904,ad_camp_14_5,camp_14,0.36
1e8cdf81-dae4-4274-9712-c702f5dde2ab,impression,user_978,ad_camp_1_5,camp_1,
8a9c793b-3f8a-4f8f-b940-9cc6bf3f5ee4,impression,user_651,ad_camp_17_3,camp_17,
2d21f8e0-f380-4165-9bf6-10de9ef5903e,impression,user_758,ad_camp_1_4,camp_1,
86efa521-3553-48a6-a0b6-e366dd17fefc,impression,user_728,ad_camp_11_5,camp_11,
625dacf1-3860-4b77-a25c-91ae9f8ef40e,click,user_112,ad_camp_4_1,camp_4,0.81
a032e388-0d82-4d51-81c2-d8d521f47cb9,click,user_523,ad_camp_16_3,camp_16,1.48
e15e11c7-9a11-456f-b961-bb1454ea076c,impression,user_10,ad_camp_10_1,camp_10,
66ae02b7-9136-40c3-9c21-61a61520373f,click,user_584,ad_camp_10_5,camp_10,0.88
17ce63d5-73a1-4293-9fef-bd16dc97a84b,impression,user_784,ad_camp_18_5,camp_18,
2c119d38-5373-48ef-8a7f-c580e2f70792,click,user_755,ad_camp_8_2,camp_8,1.14
58290a66-966c-455c-a984-274776304923,click,user_203,ad_camp_4_2,camp_4,1.23
6dd58798-12f0-403f-a60c-e84a04c4d8ce,click,user_172,ad_camp_8_4,camp_8,1.42
9583a1af-63ac-4574-b32d-6121599f0e7e,impression,user_11,ad_camp_9_2,camp_9,
2921a6b5-ff86-413e-b652-1364719feadb,click,user_135,ad_camp_20_1,camp_20,1.18
7a5abe48-17e2-4575-8f1f-ac859711e97a,click,user_564,ad_camp_14_4,camp_14,1.32
7e29213e-775f-46a8-bfbd-4a2c3b8272eb,impression,user_530,ad_camp_20_5,camp_20,
18544d92-4d37-4913-a3ef-ad09284edf1e,impression,user_206,ad_camp_4_4,camp_4,
19e35516-e628-442f-a759-9fa6d9bf05bd,impression,user_459,ad_camp_11_3,camp_11,
e689a731-2948-41a9-8de7-b2ce5b6e858a,impression,user_478,ad_camp_12_2,camp_12,
e8e4332e-d607-49a1-89a0-a050308449c7,click,user_98,ad_camp_15_3,camp_15,1.41
47e97e5c-67a7-47c4-a89a-89dfbcdcb6dc,impression,user_926,ad_camp_18_2,camp_18,
aed03ec9-7c2f-44f3-a05d-da4b1cdc0986,impression,user_717,ad_camp_13_4,camp_13,
5ee855f8-310b-4e2f-b7a7-e6aab51a3e0f,impression,user_112,ad_camp_17_1,camp_17,
d0d9ac25-d473-48e9-9707-dc76702fc2e5,click,user_977,ad_camp_20_1,camp_20,1.18
e80608c2-c098-4d29-ac92-4fb51b9ca090,impression,user_599,ad_camp_6_1,camp_6,
783864fc-e6a3-40ce-818c-aa38a005e7ae,impression,user_632,ad_camp_6_2,camp_6,
79124b3c-b869-4fe1-8292-7b190dee94a4,impression,user_979,ad_camp_9_5,camp_9,
dde60041-d7c5-4c26-97fd-8cca8e35a015,impression,user_864,ad_camp_7_4,camp_7,
4b845e32-4f27-40bf-b1a5-e4edf7ce6947,impression,user_286,ad_camp_5_3,camp_5,
6352b435-412e-465c-873b-e35b69e07127,click,user_109,ad_camp_16_4,camp_16,0.65
6cc35ec3-ab9b-4973-987b-5b7de2963400,impression,user_871,ad_camp_9_4,camp_9,
126439a0-b287-409a-8533-a6522f1053da,impression,user_334,ad_camp_12_3,camp_12,
ef71894a-27e6-4b42-a38f-6ec36aa6333b,impression,user_276,ad_camp_4_3,camp_4,
a3ebf1c6-6815-4ea8-802e-04e7f3422a1a,impression,user_176,ad_camp_16_1,camp_16,
2f32846b-aea4-4cd6-96c4-af8e1fa23a81,impression,user_238,ad_camp_12_2,camp_12,
5a932083-5573-4fb0-a1b5-5852f54bedc8,click,user_385,ad_camp_19_4,camp_19,0.55
8281eebc-5fe7-4bc5-b9e1-ccc01547a80e,impression,user_454,ad_camp_3_5,camp_3,
76a0f04a-979e-4710-aca3-8289e8dcf323,impression,user_950,ad_camp_20_3,camp_20,
54ac4b88-1f23-4768-8f25-2b0b6c6058f5,click,user_353,ad_camp_11_4,camp_11,1.48
c41bf1cc-6207-4ae3-a4db-129d2bbb779a,click,user_170,ad_camp_8_3,camp_8,0.92
225223f9-7c2a-47bd-8116-2a463a249d3f,impression,user_31,ad_camp_19_2,camp_19,
75eebf0e-5684-4c6b-8969-4efde8bc9ec2,click,user_985,ad_camp_13_4,camp_13,1.24
372ecd41-05cb-4ade-ac84-bfc3079c9ded,impression,user_721,ad_camp_5_5,camp_5,
950d77c7-3f74-4d84-9179-b83f0c3f7dbb,impression,user_601,ad_camp_19_1,camp_19,
10ff92b7-dce7-4c5d-9e50-30b3962bbb0b,impression,user_763,ad_camp_18_3,camp_18,
9a0dd726-a743-4eea-8d59-f1339b626cfb,impression,user_805,ad_camp_13_5,camp_13,
725feefc-1944-4753-8b49-af07b26bd500,click,user_472,ad_camp_17_3,camp_17,0.27
92012ec5-f181-4855-b931-fd2984201e26,impression,user_607,ad_camp_7_3,camp_7,
0dde31d8-8682-4f48-b661-5b21821da9e7,click,user_738,ad_camp_10_1,camp_10,1.08
